"序号	股票代码	股票简称	单季度：净利润环比增长率	流通市值	流通市值2	"
"=""298""	=""601808""	=""中海油服""	=""162.05""	=""424.83""	=""424.83""	"
"=""299""	=""601869""	=""长飞光纤""	=""45.93""	=""171.11""	=""171.11""	"
"=""300""	=""601877""	=""正泰电器""	=""91.84""	=""575.76""	=""575.76""	"
"=""301""	=""601881""	=""中国银河""	=""78.20""	=""580.16""	=""580.16""	"
"=""302""	=""601901""	=""方正证券""	=""123.11""	=""539.20""	=""539.20""	"
"=""303""	=""601908""	=""京运通""	=""2049.17""	=""174.82""	=""174.82""	"
"=""304""	=""601928""	=""凤凰传媒""	=""110.41""	=""215.81""	=""215.81""	"
"=""305""	=""601952""	=""苏垦农发""	=""59.22""	=""158.47""	=""158.47""	"
"=""306""	=""601966""	=""玲珑轮胎""	=""320.37""	=""247.78""	=""247.78""	"
"=""307""	=""601975""	=""招商南油""	=""213.94""	=""241.67""	=""241.67""	"
"=""308""	=""601990""	=""南京证券""	=""86.81""	=""276.20""	=""276.20""	"
"=""309""	=""601991""	=""大唐发电""	=""527.27""	=""411.55""	=""411.55""	"
"=""310""	=""601992""	=""金隅集团""	=""1276.87""	=""207.52""	=""207.52""	"
"=""311""	=""603000""	=""人民网""	=""725.14""	=""114.11""	=""114.11""	"
"=""312""	=""603008""	=""喜临门""	=""184.76""	=""125.06""	=""125.06""	"
"=""313""	=""603019""	=""中科曙光""	=""241.68""	=""344.11""	=""344.11""	"
"=""314""	=""603025""	=""大豪科技""	=""77.30""	=""147.50""	=""147.50""	"
