"序号	股票代码	股票简称	单季度：净利润环比增长率	流通市值	流通市值2	"
"=""315""	=""603056""	=""德邦股份""	=""319.69""	=""157.92""	=""157.92""	"
"=""316""	=""603077""	=""和邦生物""	=""52.67""	=""284.37""	=""284.37""	"
"=""317""	=""603127""	=""昭衍新药""	=""96.59""	=""253.44""	=""253.44""	"
"=""318""	=""603129""	=""春风动力""	=""99.32""	=""201.85""	=""201.85""	"
"=""319""	=""603160""	=""汇顶科技""	=""241.75""	=""217.91""	=""217.91""	"
"=""320""	=""603185""	=""上机数控""	=""40.66""	=""517.70""	=""517.70""	"
"=""321""	=""603228""	=""景旺电子""	=""65.90""	=""162.65""	=""162.65""	"
"=""322""	=""603298""	=""杭叉集团""	=""48.66""	=""107.52""	=""107.52""	"
"=""323""	=""603338""	=""浙江鼎力""	=""93.34""	=""183.75""	=""183.75""	"
"=""324""	=""603398""	=""沐邦高科""	=""295.62""	=""121.70""	=""121.70""	"
"=""325""	=""603477""	=""巨星农牧""	=""115.10""	=""116.00""	=""116.00""	"
"=""326""	=""603501""	=""韦尔股份""	=""53.92""	=""943.60""	=""943.60""	"
"=""327""	=""603515""	=""欧普照明""	=""251.31""	=""114.04""	=""114.04""	"
"=""328""	=""603588""	=""高能环境""	=""65.90""	=""132.34""	=""132.34""	"
"=""329""	=""603612""	=""索通发展""	=""245.22""	=""121.02""	=""121.02""	"
"=""330""	=""603613""	=""国联股份""	=""73.95""	=""538.35""	=""538.35""	"
"=""331""	=""603650""	=""彤程新材""	=""53.55""	=""166.75""	=""166.75""	"
"=""332""	=""603678""	=""火炬电子""	=""58.40""	=""177.26""	=""177.26""	"
"=""333""	=""603688""	=""石英股份""	=""132.22""	=""418.18""	=""418.18""	"
"=""334""	=""603690""	=""至纯科技""	=""100.49""	=""126.22""	=""126.22""	"
"=""335""	=""603712""	=""七一二""	=""755.98""	=""274.06""	=""274.06""	"
"=""336""	=""603733""	=""仙鹤股份""	=""42.93""	=""162.51""	=""162.51""	"
"=""337""	=""603737""	=""三棵树""	=""430.61""	=""329.72""	=""329.72""	"
"=""338""	=""603806""	=""福斯特""	=""111.29""	=""708.38""	=""708.38""	"
"=""339""	=""603833""	=""欧派家居""	=""203.79""	=""692.06""	=""692.06""	"
"=""340""	=""603876""	=""鼎胜新材""	=""77.77""	=""272.93""	=""272.93""	"
"=""341""	=""603893""	=""瑞芯微""	=""123.59""	=""128.17""	=""128.17""	"
"=""342""	=""603915""	=""国茂股份""	=""78.20""	=""102.94""	=""102.94""	"
"=""343""	=""603927""	=""中科软""	=""2056.45""	=""131.90""	=""131.90""	"
"=""344""	=""603938""	=""三孚股份""	=""71.17""	=""100.03""	=""100.03""	"
"=""345""	=""603993""	=""洛阳钼业""	=""55.72""	=""829.10""	=""829.10""	"
"=""346""	=""605117""	=""德业股份""	=""140.62""	=""341.37""	=""341.37""	"
"=""347""	=""605589""	=""圣泉集团""	=""64.49""	=""101.82""	=""101.82""	"
"=""348""	=""688001""	=""华兴源创""	=""219.65""	=""112.16""	=""112.16""	"
"=""349""	=""688002""	=""睿创微纳""	=""562.74""	=""169.58""	=""169.58""	"
"=""350""	=""688005""	=""容百科技""	=""52.48""	=""235.97""	=""235.97""	"
"=""351""	=""688006""	=""杭可科技""	=""57.58""	=""202.53""	=""202.53""	"
"=""352""	=""688012""	=""中微公司""	=""198.68""	=""664.74""	=""664.74""	"
"=""353""	=""688017""	=""绿的谐波""	=""51.42""	=""131.60""	=""131.60""	"
"=""354""	=""688019""	=""安集科技""	=""120.35""	=""194.21""	=""194.21""	"
"=""355""	=""688029""	=""南微医学""	=""85.54""	=""142.31""	=""142.31""	"
"=""356""	=""688041""	=""海光信息""	=""141.84""	=""117.41""	=""117.41""	"
"=""357""	=""688063""	=""派能科技""	=""60.20""	=""330.04""	=""330.04""	"
"=""358""	=""688066""	=""航天宏图""	=""217.19""	=""133.98""	=""133.98""	"
"=""359""	=""688122""	=""西部超导""	=""62.38""	=""496.02""	=""496.02""	"
"=""360""	=""688126""	=""沪硅产业""	=""512.84""	=""283.15""	=""283.15""	"
"=""361""	=""688139""	=""海尔生物""	=""65.31""	=""114.83""	=""114.83""	"
"=""362""	=""688187""	=""时代电气""	=""56.32""	=""113.74""	=""113.74""	"
"=""363""	=""688276""	=""百克生物""	=""224.87""	=""134.55""	=""134.55""	"
"=""364""	=""688301""	=""奕瑞科技""	=""73.25""	=""214.01""	=""214.01""	"
"=""365""	=""688333""	=""铂力特""	=""79.78""	=""155.86""	=""155.86""	"
"=""366""	=""688348""	=""昱能科技""	=""219.24""	=""116.69""	=""116.69""	"
"=""367""	=""688390""	=""固德威""	=""478.85""	=""228.51""	=""228.51""	"
"=""368""	=""688516""	=""奥特维""	=""86.68""	=""178.78""	=""178.78""	"
"=""369""	=""688518""	=""联赢激光""	=""268.96""	=""101.07""	=""101.07""	"
"=""370""	=""688536""	=""思瑞浦""	=""57.02""	=""151.56""	=""151.56""	"
"=""371""	=""688556""	=""高测股份""	=""44.72""	=""138.54""	=""138.54""	"
"=""372""	=""688567""	=""孚能科技""	=""134.69""	=""212.40""	=""212.40""	"
"=""373""	=""688690""	=""纳微科技""	=""71.62""	=""114.81""	=""114.81""	"
"=""374""	=""688777""	=""中控技术""	=""324.99""	=""250.76""	=""250.76""	"
"=""375""	=""688779""	=""长远锂科""	=""49.32""	=""151.03""	=""151.03""	"
"=""376""	=""689009""	=""九号公司""	=""472.90""	=""194.95""	=""194.95""	"
