序,股票代码,股票简称,A股市值,A股市值
700,600801, 华新水泥,159.16,159.16
701,600808, 马钢股份,185.07,185.07
702,600812, 华北制药,115.3,115.3
703,600820, 隧道股份,196.19,196.19
704,600821, 金开新能,110.25,110.25
705,600827, 百联股份,155.79,155.79
706,600835, 上海机电,144.53,144.53
707,600848, 上海临港,227.66,227.66
708,600850, 电科数字,176,176
709,600859, 王府井,147.9,147.9
710,600861, 北京人力,103.2,103.2
711,600863, 内蒙华电,269.56,269.56
712,600864, 哈投股份,134.61,134.61
713,600866, 星湖科技,105.67,105.67
714,600867, 通化东宝,150.42,150.42
715,600871, 石化油服,263.25,263.25
716,600872, 中炬高新,156.64,156.64
717,600873, 梅花生物,272.73,272.73
718,600877, 电科芯片,151.68,151.68
719,600879, 航天电子,293.64,293.64
720,600884, 杉杉股份,163.6,163.6
721,600894, 广日股份,101.19,101.19
722,600901, 江苏金租,293.67,293.67
723,600906, 财达证券,220.34,220.34
724,600908, 无锡银行,127.07,127.07
725,600909, 华安证券,267.3,267.3
726,600916, 中国黄金,145.99,145.99
727,600927, 永安期货,185.87,185.87
728,600928, 西安银行,158.67,158.67
729,600933, 爱柯迪,173.24,173.24
730,600956, 新天绿能,173.95,173.95
731,600959, 江苏有线,171.02,171.02
732,600967, 内蒙一机,175.28,175.28
733,600970, 中材国际,240.42,240.42
734,600971, 恒源煤电,102.48,102.48
735,600977, 中国电影,204.44,204.44
736,600986, 浙文互联,154.69,154.69
737,600993, 马应龙,103.45,103.45
738,600996, 贵广网络,109.43,109.43
739,600997, 开滦股份,104.32,104.32
740,600998, 九州通,256.66,256.66
741,601000, 唐山港,260.74,260.74
742,601001, 晋控煤业,205.53,205.53
743,601005, 重庆钢铁,114.73,114.73
744,601016, 节能风电,198.1,198.1
745,601019, 山东出版,225.18,225.18
746,601020, 华钰矿业,116.11,116.11
747,601022, 宁波远洋,102.2,102.2
748,601033, 永兴股份,124.11,124.11
749,601038, 一拖股份,109.9,109.9
750,601068, 中铝国际,110.95,110.95
751,601069, 西部黄金,118.01,118.01
752,601083, 锦江航运,119.71,119.71
753,601096, 宏盛华源,115.3,115.3
754,601098, 中南传媒,244.79,244.79
755,601099, 太平洋,274.02,274.02
756,601101, 昊华能源,106.42,106.42
757,601106, 中国一重,185.16,185.16
758,601107, 四川成渝,108.35,108.35
759,601118, 海南橡胶,228.52,228.52
760,601126, 四方股份,130.27,130.27
761,601128, 常熟银行,219.79,219.79
762,601137, 博威合金,161.77,161.77
763,601139, 深圳燃气,189,189
764,601155, 新城控股,277.67,277.67
765,601156, 东航物流,230.67,230.67
766,601158, 重庆水务,225.12,225.12
767,601163, 三角轮胎,119.36,119.36
768,601187, 厦门银行,148.58,148.58
769,601200, 上海环境,105.54,105.54
770,601212, 白银有色,208.07,208.07
771,601222, 林洋能源,137.21,137.21
772,601228, 广州港,241.43,241.43
773,601326, 秦港股份,151.77,151.77
774,601333, 广深铁路,178.61,178.61
775,601369, 陕鼓动力,139.08,139.08
776,601375, 中原证券,141,141
777,601399, 国机重装,209.91,209.91
778,601512, 中新集团,109.57,109.57
779,601519, 大智慧,178.14,178.14
780,601528, 瑞丰银行,106.15,106.15
781,601568, 北元集团,162.46,162.46
782,601595, 上海电影,113.44,113.44
783,601598, 中国外运,268.58,268.58
784,601608, 中信重工,187.76,187.76
785,601611, 中国核建,246.04,246.04
786,601615, 明阳智能,240.55,240.55
787,601636, 旗滨集团,150.01,150.01
788,601665, 齐鲁银行,289.13,289.13
789,601666, 平煤股份,221.28,221.28
790,601677, 明泰铝业,149.24,149.24
791,601696, 中银证券,296.13,296.13
792,601702, 华峰铝业,204.2,204.2
793,601717, 郑煤机,195.7,195.7
794,601718, 际华集团,115.5,115.5
795,601801, 皖新传媒,144.1,144.1
796,601811, 新华文轩,115.46,115.46
797,601827, 三峰环境,134.26,134.26
798,601828, 美凯龙,112.74,112.74
799,601858, 中国科传,169.64,169.64
800,601860, 紫金银行,101.78,101.78
801,601866, 中远海发,234.63,234.63
802,601869, 长飞光纤,149.13,149.13
803,601880, 辽港股份,294.32,294.32
804,601882, 海天精工,112.28,112.28
805,601900, 南方传媒,135.99,135.99
806,601918, 新集能源,173.31,173.31
807,601921, 浙版传媒,177.11,177.11
808,601928, 凤凰传媒,282.48,282.48
809,601949, 中国出版,137.66,137.66
810,601952, 苏垦农发,131.19,131.19
811,601963, 重庆银行,171.36,171.36
812,601965, 中国汽研,184.1,184.1
813,601966, 玲珑轮胎,257.58,257.58
814,601969, 海南矿业,134.05,134.05
815,601975, 招商南油,148.38,148.38
816,601992, 金隅集团,140.93,140.93
817,601997, 贵阳银行,214.62,214.62
818,603000, 人民网,257.74,257.74
819,603005, 晶方科技,218.48,218.48
820,603009, 北特科技,161.98,161.98
821,603025, 大豪科技,160.83,160.83
822,603027, 千禾味业,117.37,117.37
823,603033, 三维股份,134.15,134.15
824,603039, 泛微网络,187.4,187.4
825,603056, 德邦股份,147.57,147.57
826,603063, 禾望电气,138,138
827,603077, 和邦生物,167.79,167.79
828,603083, 剑桥科技,114.86,114.86
829,603087, 甘李药业,272.64,272.64
830,603100, 川仪股份,105.4,105.4
831,603108, 润达医疗,122.84,122.84
832,603119, 浙江荣泰,117.02,117.02
833,603127, 昭衍新药,117.58,117.58
834,603132, 金徽股份,108.36,108.36
835,603156, 养元饮品,261.26,261.26
836,603171, 税友股份,174.09,174.09
837,603179, 新泉股份,234.69,234.69
838,603185, 弘元绿能,109.8,109.8
839,603193, 润本股份,109.04,109.04
840,603194, 中力股份,146.49,146.49
841,603218, 日月股份,123.56,123.56
842,603220, 中贝通信,102.16,102.16
843,603225, 新凤鸣,187.09,187.09
844,603233, 大参林,166.84,166.84
845,603235, 天新药业,114.13,114.13
846,603236, 移远通信,214.53,214.53
847,603277, 银都股份,113.56,113.56
848,603283, 赛腾股份,123.09,123.09
849,603290, 斯达半导,218.83,218.83
850,603297, 永新光学,114.01,114.01
851,603298, 杭叉集团,264.58,264.58
852,603300, 海南华铁,173.61,173.61
853,603305, 旭升集团,156.97,156.97
854,603306, 华懋科技,120.27,120.27
855,603308, 应流股份,131.8,131.8
856,603317, 天味食品,136.01,136.01
857,603327, 福蓉科技,104.69,104.69
858,603328, 依顿电子,102.54,102.54
859,603337, 杰克股份,154.64,154.64
860,603341, 龙旗科技,215.34,215.34
861,603345, 安井食品,220.7,220.7
862,603355, 莱克电气,136.04,136.04
863,603358, 华达科技,152.74,152.74
864,603360, 百傲化学,136.1,136.1
865,603379, 三美股份,251.4,251.4
866,603393, 新天然气,120.78,120.78
867,603444, 吉比特,171.76,171.76
868,603456, 九洲药业,122.47,122.47
869,603505, 金石资源,145.81,145.81
870,603515, 欧普照明,121.47,121.47
871,603516, 淳中科技,109.08,109.08
872,603530, 神马电力,112.78,112.78
873,603556, 海兴电力,165.42,165.42
874,603565, 中谷物流,189.22,189.22
875,603567, 珍宝岛,101.17,101.17
876,603583, 捷昌驱动,141,141
877,603589, 口子窖,216.96,216.96
878,603599, 广信股份,103.68,103.68
879,603613, 国联股份,202.98,202.98
880,603636, 南威软件,100.17,100.17
881,603638, 艾迪精密,146.35,146.35
882,603650, 彤程新材,199.43,199.43
883,603658, 安图生物,245.54,245.54
884,603662, 柯力传感,207.3,207.3
885,603667, 五洲新春,149.5,149.5
886,603678, 火炬电子,116.65,116.65
887,603688, 石英股份,140.73,140.73
888,603690, 至纯科技,100.46,100.46
889,603699, 纽威股份,206.13,206.13
890,603707, 健友股份,228.94,228.94
891,603712, 七一二,133.32,133.32
892,603730, 岱美股份,146.93,146.93
893,603733, 仙鹤股份,147.62,147.62
894,603737, 三棵树,228.09,228.09
895,603766, 隆鑫通用,227.33,227.33
896,603786, 科博达,297.91,297.91
897,603809, 豪能股份,102.02,102.02
898,603816, 顾家家居,232.76,232.76
899,603826, 坤彩科技,125.41,125.41
900,603858, 步长制药,165.91,165.91
901,603868, 飞科电器,152.68,152.68
902,603871, 嘉友国际,165.33,165.33
903,603881, 数据港,202.1,202.1
904,603882, 金域医学,162.65,162.65
905,603883, 老百姓,125.42,125.42
906,603885, 吉祥航空,270.92,270.92
907,603888, 新华网,124.57,124.57
908,603899, 晨光股份,258.58,258.58
909,603920, 世运电路,259.42,259.42
910,603927, 中科软,194.21,194.21
911,603939, 益丰药房,298.86,298.86
912,603979, 金诚信,251.38,251.38
913,603983, 丸美生物,118.82,118.82
914,603997, 继峰股份,140.53,140.53
915,605090, 九丰能源,172.21,172.21
916,605111, 新洁能,139.88,139.88
917,605296, 神农集团,139.92,139.92
918,605333, 沪光股份,146.15,146.15
919,605358, 立昂微,160.39,160.39
920,605507, 国邦医药,111.21,111.21
921,605555, 德昌股份,100.54,100.54
922,605589, 圣泉集团,242.51,242.51
923,688001, 华兴源创,132.32,132.32
924,688002, 睿创微纳,236.56,236.56
925,688005, 容百科技,169.29,169.29
926,688006, 杭可科技,118.86,118.86
927,688016, 心脉医疗,129.84,129.84
928,688017, 绿的谐波,288.38,288.38
929,688018, 乐鑫科技,255.91,255.91
930,688019, 安集科技,195.28,195.28
931,688027, 国盾量子,288.11,288.11
932,688029, 南微医学,129.07,129.07
933,688032, 禾迈股份,131.79,131.79
934,688037, 芯源微,183.86,183.86
935,688048, 长光华芯,104.29,104.29
936,688050, 爱博医疗,182.78,182.78
937,688052, 纳芯微,229.27,229.27
938,688055, 龙腾光电,127.33,127.33
939,688063, 派能科技,106.53,106.53
940,688065, 凯赛生物,268.35,268.35
941,688076, 诺泰生物,108.53,108.53
942,688083, 中望软件,111.98,111.98
943,688088, 虹软科技,198.7,198.7
944,688097, 博众精工,116.58,116.58
945,688100, 威胜信息,179.12,179.12
946,688107, 安路科技,112.68,112.68
947,688110, 东芯股份,115.38,115.38
948,688114, 华大智造,274.98,274.98
949,688116, 天奈科技,142.48,142.48
950,688122, 西部超导,282.47,282.47
951,688123, 聚辰股份,108.62,108.62
952,688127, 蓝特光学,118.05,118.05
953,688139, 海尔生物,105.46,105.46
954,688141, 杰华特,156.14,156.14
955,688146, 中船特气,153.95,153.95
956,688147, 微导纳米,125.04,125.04
957,688153, 唯捷创芯,168.39,168.39
958,688158, 优刻得-W,179.34,179.34
959,688161, 威高骨科,103.6,103.6
960,688165, 埃夫特-U,154.66,154.66
961,688166, 博瑞医药,123.15,123.15
962,688172, 燕东微,238.05,238.05
963,688180, 君实生物-U,215.13,215.13
964,688192, 迪哲医药-U,177,177
965,688198, 佰仁医疗,142.25,142.25
966,688200, 华峰测控,160.48,160.48
967,688205, 德科立,121.5,121.5
968,688208, 道通科技,186.67,186.67
969,688220, 翱捷科技-U,292.48,292.48
970,688225, 亚信安全,100.44,100.44
971,688232, 新点软件,118.27,118.27
972,688234, 天岳先进,241.41,241.41
973,688235, 百济神州-U,236.99,236.99
974,688248, 南网科技,179.01,179.01
975,688266, 泽璟制药-U,181.33,181.33
976,688279, 峰岹科技,203.67,203.67
977,688281, 华秦科技,158.34,158.34
978,688289, 圣湘生物,129.2,129.2
979,688295, 中复神鹰,169.2,169.2
980,688297, 中无人机,256.9,256.9
981,688300, 联瑞新材,112.8,112.8
982,688301, 奕瑞科技,155.17,155.17
983,688306, 均普智能,118.65,118.65
984,688318, 财富趋势,290.9,290.9
985,688322, 奥比中光-UW,231.64,231.64
986,688326, 经纬恒润-W,124.78,124.78
987,688327, 云从科技-UW,163.84,163.84
988,688331, 荣昌生物,104.69,104.69
989,688332, 中科蓝讯,140.89,140.89
990,688333, 铂力特,138.52,138.52
991,688336, 三生国健,139.46,139.46
992,688343, 云天励飞-U,215.92,215.92
993,688347, 华虹公司,208.36,208.36
994,688352, 颀中科技,135.67,135.67
995,688362, 甬矽电子,130.69,130.69
996,688363, 华熙生物,234.38,234.38
997,688366, 昊海生科,111.66,111.66
998,688375, 国博电子,287.99,287.99
999,688380, 中微半导,115.19,115.19
1000,688385, 复旦微电,213.28,213.28
1001,688387, 信科移动-U,205.13,205.13
1002,688400, 凌云光,138.91,138.91
1003,688408, 中信博,119.68,119.68
1004,688409, 富创精密,163.32,163.32
1005,688411, 海博思创,114.21,114.21
1006,688425, 铁建重工,216.01,216.01
1007,688432, 有研硅,136.36,136.36
1008,688433, 华曙高科,129.59,129.59
1009,688449, 联芸科技,224.39,224.39
1010,688484, 南芯科技,149.59,149.59
1011,688486, 龙迅股份,110.5,110.5
1012,688498, 源杰科技,120.23,120.23
1013,688502, 茂莱光学,120.86,120.86
1014,688503, 聚和材料,113.85,113.85
1015,688516, 奥特维,131.9,131.9
1016,688520, 神州细胞-U,169.36,169.36
1017,688521, 芯原股份,269.84,269.84
1018,688522, 纳睿雷达,128.71,128.71
1019,688525, 佰维存储,265.21,265.21
1020,688536, 思瑞浦,138.3,138.3
1021,688548, 广钢气体,129.17,129.17
1022,688549, 中巨芯-U,124.09,124.09
1023,688561, 奇安信-U,291.88,291.88
1024,688563, 航材股份,236.25,236.25
1025,688567, 孚能科技,148.12,148.12
1026,688582, 芯动联科,228.31,228.31
1027,688584, 上海合晶,117.05,117.05
1028,688596, 正帆科技,104.04,104.04
1029,688605, 先锋精科,146.12,146.12
1030,688612, 威迈斯,102.38,102.38
1031,688615, 合合信息,266.12,266.12
1032,688629, 华丰科技,222.11,222.11
1033,688631, 莱斯信息,177.46,177.46
1034,688652, 京仪装备,106.09,106.09
1035,688660, 电气风电,107.73,107.73
1036,688676, 金盘科技,185.31,185.31
1037,688686, 奥普特,108.08,108.08
1038,688698, 伟创电气,122.09,122.09
1039,688702, 盛科通信-U,296.68,296.68
1040,688708, 佳驰科技,224.61,224.61
1041,688709, 成都华微,172.2,172.2
1042,688726, 拉普拉斯,193.22,193.22
1043,688739, 成大生物,116.27,116.27
1044,688766, 普冉股份,110.89,110.89
1045,688772, 珠海冠宇,187.51,187.51
1046,688778, 厦钨新能,208.37,208.37
1047,688789, 宏华数科,114.02,114.02
1048,688798, 艾为电子,169.85,169.85
1049,688800, 瑞可达,100.66,100.66
1050,688819, 天能股份,279.77,279.77
1051,830799, 艾融软件,131.03,131.03
1052,832982, 锦波生物,198.69,198.69
1053,835185, 贝特瑞,255.68,255.68
1054,839493, 并行科技,135.82,135.82
1055,872808, 曙光数创,138.42,138.42
1056,900901, 云赛Ｂ股,249.56,249.56
1057,900903, 大众Ｂ股,108.81,108.81
1058,900905, 老凤祥Ｂ,162.36,162.36
1059,900909, 华谊B股,124.63,124.63
1060,900912, 外高Ｂ股,109.37,109.37
1061,900923, 百联Ｂ股,155.79,155.79
1062,900925, 机电Ｂ股,144.53,144.53
1063,900928, 临港B股,227.66,227.66
1064,900934, 锦江Ｂ股,233.26,233.26
1065,900936, 鄂资Ｂ股,184.12,184.12
1066,900937, 华电B股,163.71,163.71
1067,900941, 东信Ｂ股,109.84,109.84
1068,900947, 振华Ｂ股,125.24,125.24
