序,股票代码,股票简称,A股市值,A股市值
352,603067, 振华股份,92.49,92.49
353,603075, 热威股份,85.86,85.86
354,603093, 南华期货,78.7,78.7
355,603103, 横店影视,83.52,83.52
356,603118, 共进股份,81.33,81.33
357,603128, 华贸物流,76.71,76.71
358,603153, 上海建科,77.55,77.55
359,603162, 海通发展,83.44,83.44
360,603166, 福达股份,90.92,90.92
361,603169, 兰石重装,88.57,88.57
362,603181, 皇马科技,77.71,77.71
363,603197, 保隆科技,95.67,95.67
364,603219, 富佳股份,94.65,94.65
365,603227, 雪峰科技,97.63,97.63
366,603256, 宏和科技,78.3,78.3
367,603271, 永杰新材,76.86,76.86
368,603281, 江瀚新材,93.59,93.59
369,603297, 永新光学,99.37,99.37
370,603299, 苏盐井神,89.37,89.37
371,603319, 美湖股份,78.16,78.16
372,603323, 苏农银行,97.07,97.07
373,603327, 福蓉科技,97.01,97.01
374,603348, 文灿股份,77.71,77.71
375,603363, *ST傲农,93.19,93.19
376,603366, 日出东方,84.96,84.96
377,603383, 顶点软件,76.24,76.24
378,603395, 红四方,96.6,96.6
379,603416, 信捷电气,81.69,81.69
380,603496, 恒为科技,92.83,92.83
381,603508, 思维列控,90.36,90.36
382,603516, 淳中科技,97.25,97.25
383,603517, 绝味食品,94.84,94.84
384,603533, 掌阅科技,84.05,84.05
385,603588, 高能环境,92,92
386,603612, 索通发展,86.87,86.87
387,603619, 中曼石油,85.99,85.99
388,603629, 利通电子,76.16,76.16
389,603636, 南威软件,76.9,76.9
390,603663, 三祥新材,96.93,96.93
391,603690, 至纯科技,99.06,99.06
392,603698, 航天工程,95.67,95.67
393,603713, 密尔克卫,78.73,78.73
394,603855, 华荣股份,76.38,76.38
395,603859, 能科科技,82.68,82.68
396,603866, 桃李面包,95.02,95.02
397,603876, 鼎胜新材,83.65,83.65
398,603919, 金徽酒,96.08,96.08
399,603950, 长源东谷,80.55,80.55
400,603977, 国泰集团,78.84,78.84
401,603995, 甬金股份,76.08,76.08
402,605099, 共创草坪,85.55,85.55
403,605116, 奥锐特,86.76,86.76
404,605118, 力鼎光电,84.4,84.4
405,605179, 一鸣食品,83.49,83.49
406,605198, 安德利,99.07,99.07
407,605319, 无锡振华,80.74,80.74
408,605365, 立达信,78.87,78.87
409,605368, 蓝天燃气,76.75,76.75
410,605488, 福莱新材,84.54,84.54
411,605555, 德昌股份,93.16,93.16
412,605599, 菜百股份,92.32,92.32
413,688007, 光峰科技,77.02,77.02
414,688048, 长光华芯,95.03,95.03
415,688068, 热景生物,78.61,78.61
416,688091, 上海谊众,82.25,82.25
417,688102, 斯瑞新材,76.01,76.01
418,688105, 诺唯赞,95.62,95.62
419,688106, 金宏气体,88.44,88.44
420,688128, 中国电研,92.23,92.23
421,688131, 皓元医药,86.47,86.47
422,688150, 莱特光电,83.71,83.71
423,688160, 步科股份,81.14,81.14
424,688177, 百奥泰,80.75,80.75
425,688209, 英集芯,81.6,81.6
426,688262, 国芯科技,94.85,94.85
427,688270, 臻镭科技,81.47,81.47
428,688276, 百克生物,93.28,93.28
429,688305, 科德数控,78.31,78.31
430,688313, 仕佳光子,76.71,76.71
431,688326, 经纬恒润-W,99.33,99.33
432,688348, 昱能科技,81.98,81.98
433,688351, 微电生理-U,90.92,90.92
434,688368, 晶丰明源,82.58,82.58
435,688372, 伟测科技,86.74,86.74
436,688382, 益方生物-U,99.99,99.99
437,688388, 嘉元科技,79.88,79.88
438,688403, 汇成股份,83.04,83.04
439,688443, 智翔金泰-U,93.87,93.87
440,688498, 源杰科技,98.36,98.36
441,688507, 索辰科技,78.41,78.41
442,688515, 裕太微-U,78.57,78.57
443,688519, 南亚新材,80.63,80.63
444,688523, 航天环宇,84.35,84.35
445,688543, 国科军工,90.1,90.1
446,688545, 兴福电子,96.62,96.62
447,688559, 海目星,77.46,77.46
448,688570, 天玛智控,90.8,90.8
449,688575, 亚辉龙,95.43,95.43
450,688583, 思看科技,80.9,80.9
451,688586, 江航装备,78.11,78.11
452,688591, 泰凌微,99.07,99.07
453,688593, 新相微,90.25,90.25
454,688630, 芯碁微装,92.48,92.48
455,688639, 华恒生物,75.19,75.19
456,688685, 迈信林,82.46,82.46
457,688690, 纳微科技,83.11,83.11
458,688691, 灿芯股份,87.42,87.42
459,688696, 极米科技,91.51,91.51
460,688717, 艾罗能源,93.07,93.07
461,688757, C胜科,98.77,98.77
462,688776, 国光电气,94.03,94.03
463,688788, 科思科技,77.76,77.76
464,688800, 瑞可达,80.73,80.73
